X,Y
223.96835002109822,0.21074900543298664
176.56108031386663,0.3015136617102562
369.4693041663346,0.3546075820233039
474.00195116879576,0.3015136617102562
458.2951060453766,0.14385857659031728
421.0549020669379,0.5069172016993954
745.0325272559459,0.0907646562772695
539.2267829399658,0.2548086045488592
906.8036219735543,0.2722939688318085
895.4259529915837,0.14385857659031728
1024.823190773008,0.39227831798752566
803.3038787069794,0.5148557364225157
1139.2449813851372,0.44537223830057343
927.4507683511287,0.45382328138634753
495.43527421681546,0.8173924167697225
1347.5414988563477,0.21074900543298664
1124.2379279658678,0.6056203926997852
1467.717879197402,0.38556168064846313
1251.4205009220598,0.5404305815196511
728.5868909392563,0.6290659921919334
330.4656782030134,0.5013442023677172
133.86436114231958,0.181529312554539
192.52280483384726,0.31399412178033237
192.78203062289117,0.6332904140067632
345.1620073088186,0.4161525454221258
730.014271678721,0.39227831798752566
947.0048561264475,0.39227831798752566
1275.116393062927,0.5271025733806677
769.5733394686406,0.0
630.5682238597759,0.0907646562772695
787.9997204206255,0.4655576099818458
411.8639739145917,0.5563222662591154
806.4210562971055,0.14385857659031728
622.1030085620835,0.570492371959419
914.4697577206346,0.6155077834905885
640.5692536245442,0.4728342441237764
853.0359724326325,0.4161525454221258
993.0058976580009,0.48304297426479514
908.4565308443129,0.5339360743771961
1316.265400891099,0.3015136617102562
1256.4429155573857,0.14385857659031728
1707.0338208025923,0.6461482395238853
1982.1279041924076,0.2548086045488592
986.8385499414068,0.8501310163581752
1613.4125507215522,0.363058625109078
1505.3117225134802,0.14385857659031728
1653.1097075345438,0.3546075820233039
1538.6533293745695,0.49552343433487134
1956.5912246657797,0.4763263369257327
1880.5916909396626,0.181529312554539
2350.1219654019633,0.3253878891448563
2608.9756249560082,0.3546075820233039
1638.2556223913614,0.7271362881975848
2270.9987145323935,0.39866718113917643
660.1518959461981,0.7014220437965091
334.4889093946845,0.34557326082612866
535.2181760414602,0.45382328138634753
348.9882138576623,0.4161525454221258
764.9753885382241,0.5892308148908907
981.8153639096064,0.0
1332.8285884149864,0.5041603478840738
1646.1400529629873,0.44537223830057343
459.31746507725575,0.8432053674511947
1099.8534331507879,0.6118869338252599
560.9863525377967,0.49846615861362115
1191.6232733633042,0.6003818653749878
603.0994264428085,0.39227831798752566
746.9590416511714,0.21074900543298664
666.9061975388555,0.23462323286758677
1068.6681010675334,0.4797277156821495
1056.3359926096314,0.0
1484.60005729947,0.28771715318063457
1772.254755932677,0.0
736.9444563834173,0.7468859000108296
1363.954382616262,0.0
250.13513619592797,0.2548086045488592
907.5961835168657,0.31399412178033237
326.7707371832229,0.2548086045488592
4972.617722349346,0.0
4876.635438081937,0.0
4917.327793850846,0.0
4504.745634654234,0.0
4937.666137879327,0.0
